Date,Adj Close Scaled,Adj Close
08/10/2022,0.8588024,1.89E+00
09/10/2022,0.85802513,1.89E+00
10/10/2022,0.85802513,1.89E+00
11/10/2022,0.85802513,1.89E+00
12/10/2022,0.85802513,1.89E+00
13/10/2022,0.85802513,1.89E+00
14/10/2022,0.85802513,1.89E+00
15/10/2022,0.85802513,1.89E+00
16/10/2022,0.85802513,1.89E+00
17/10/2022,0.85802513,1.89E+00
18/10/2022,0.85802513,1.89E+00
19/10/2022,0.85802513,1.89E+00
20/10/2022,0.85802513,1.89E+00
21/10/2022,0.85802513,1.89E+00
